ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
464238,Male,Yes,87,Yes,Lawyer,0,High,2,Cat_6,A
464239,Female,Yes,42,No,Artist,0,Average,3,Cat_6,A
464240,Male,Yes,52,No,Engineer,,Low,1,Cat_2,D
464241,Female,Yes,89,,Artist,1,High,2,Cat_6,C
464242,Male,No,37,Yes,Engineer,1,Low,3,Cat_6,D
464243,Female,No,49,Yes,Artist,1,Low,2,Cat_6,C
464244,Male,Yes,72,Yes,Executive,1,High,4,Cat_6,B
464245,Female,Yes,89,Yes,Lawyer,2,Low,1,Cat_6,A
464246,Female,Yes,59,Yes,Artist,0,Average,2,Cat_6,C
464246,Female,Yes,61,Yes,Artist,0,Average,2,Cat_6,A
464247,Male,Yes,59,No,Engineer,0,Low,1,Cat_6,A
464248,Male,Yes,52,Yes,Artist,8,Low,3,Cat_6,C
464249,Male,Yes,80,No,Lawyer,,High,2,Cat_6,C
464250,Male,Yes,53,Yes,Executive,6,High,3,Cat_6,C
464251,Male,Yes,65,Yes,Artist,0,Average,4,Cat_2,B
464252,Male,Yes,35,Yes,Artist,1,Average,4,Cat_6,C
464253,Female,Yes,49,Yes,Artist,,Average,4,Cat_6,C
464254,Male,Yes,63,Yes,Entertainment,0,Average,3,Cat_6,C
464254,Male,Yes,62,Yes,Entertainment,1,Average,3,Cat_6,A
464255,Female,Yes,50,Yes,Artist,1,Average,5,Cat_4,C
464255,Female,Yes,49,Yes,Artist,1,Average,5,Cat_4,A
464256,Male,Yes,40,Yes,Artist,0,Low,2,Cat_6,C
464257,Male,Yes,35,,Entertainment,1,High,2,Cat_6,D
464257,Male,Yes,40,,Entertainment,0,High,2,Cat_6,A
464258,Female,Yes,88,No,Lawyer,0,High,2,Cat_6,B
464259,Male,Yes,59,Yes,Artist,1,Average,4,Cat_6,B
464260,Female,Yes,72,Yes,Artist,3,Average,3,Cat_6,C
464261,Male,Yes,61,Yes,Executive,0,High,2,Cat_6,C
464262,Male,Yes,75,No,Executive,0,Low,1,Cat_6,D
464263,Female,Yes,88,Yes,Lawyer,1,Low,,Cat_6,D
464264,Female,Yes,86,No,Lawyer,8,High,2,Cat_6,B
464265,Male,Yes,56,Yes,Entertainment,1,Low,2,Cat_6,C
464265,Male,Yes,62,Yes,Entertainment,1,Low,2,Cat_6,A
464266,Male,No,28,No,Doctor,8,Low,3,Cat_6,A
464268,Female,No,51,Yes,Artist,0,Low,1,Cat_6,A
464269,Male,No,37,Yes,Entertainment,0,Low,,Cat_1,A
464269,Male,No,35,Yes,Entertainment,1,Low,,Cat_1,A
464270,Female,No,45,Yes,Artist,3,Low,1,Cat_6,A
464270,Female,No,48,Yes,Artist,4,Low,1,Cat_6,A
464271,Female,Yes,36,Yes,Artist,0,Average,3,Cat_2,C
464271,Female,Yes,36,Yes,Artist,1,Average,3,Cat_2,A
464272,Male,No,30,Yes,Artist,9,Low,2,Cat_6,A
464273,Female,No,26,No,Artist,2,Low,2,Cat_6,D
464274,Female,Yes,56,Yes,Artist,1,Average,5,Cat_6,C
464274,Female,Yes,56,Yes,Artist,1,Average,5,Cat_6,A
464275,Male,No,30,No,Doctor,0,Low,5,Cat_6,D
464276,Female,Yes,66,No,Marketing,0,High,2,Cat_1,C
464276,Female,Yes,66,No,Marketing,0,High,2,Cat_1,A
464277,Male,No,25,Yes,Artist,2,Low,1,Cat_6,A
464278,Male,Yes,85,Yes,Executive,1,High,2,Cat_6,D
464279,Male,Yes,53,No,Executive,1,Low,5,Cat_6,A
464280,Male,Yes,47,Yes,Entertainment,1,Low,4,Cat_6,C
464281,Female,No,39,Yes,Artist,0,Low,1,Cat_6,A
464283,Male,No,40,Yes,Artist,5,Low,2,Cat_6,A
464283,Male,No,40,Yes,Artist,6,Low,2,Cat_6,A
464284,Female,Yes,42,Yes,Artist,,Low,,Cat_4,B
464285,Female,No,25,Yes,Artist,9,Low,1,Cat_6,B
464286,Female,Yes,60,Yes,Artist,1,Average,2,Cat_6,C
464286,Female,Yes,57,Yes,Artist,0,Average,2,Cat_6,A
464287,Male,Yes,35,Yes,Artist,,Average,3,Cat_2,C
464287,Male,Yes,42,Yes,Artist,,Average,3,Cat_2,A
464288,Female,No,33,Yes,Doctor,9,Low,2,Cat_6,A
464289,Male,Yes,42,No,Marketing,1,Low,3,Cat_6,A
464289,Male,Yes,35,No,Marketing,1,Low,3,Cat_6,A
464290,Female,No,41,Yes,Artist,0,Low,1,Cat_6,C
464291,Female,Yes,79,Yes,Artist,0,High,1,Cat_6,C
464292,Male,Yes,55,Yes,Artist,0,Average,2,Cat_6,C
464292,Male,Yes,58,Yes,Artist,0,Average,2,Cat_6,A
464293,Male,No,30,Yes,Healthcare,1,Low,4,Cat_6,C
464294,Male,Yes,68,No,Executive,1,High,2,Cat_6,C
464295,Female,No,30,No,Healthcare,7,Low,6,Cat_4,C
464296,Male,No,43,Yes,Doctor,1,Low,4,Cat_6,A
464297,Male,No,26,No,Artist,8,Low,5,Cat_5,A
464297,Male,No,29,No,Artist,8,Low,5,Cat_5,A
464298,Male,No,26,No,Doctor,1,Low,1,Cat_6,A
464298,Male,No,26,No,Doctor,0,Low,1,Cat_6,A
464299,Female,No,35,Yes,Artist,12,Low,3,Cat_6,A
464300,Male,Yes,42,Yes,Artist,0,Low,3,Cat_4,A
464301,Female,Yes,51,Yes,Doctor,0,Average,3,Cat_6,B
464302,Female,Yes,50,Yes,Doctor,1,Low,3,Cat_6,B
464303,Male,Yes,43,No,Artist,0,Average,2,Cat_3,B
464304,Male,Yes,35,Yes,Artist,1,Low,1,Cat_3,A
464305,Female,Yes,73,Yes,Lawyer,1,High,2,Cat_6,C
464306,Male,No,29,Yes,Artist,3,Low,1,Cat_6,B
464307,Female,Yes,50,Yes,Artist,1,Average,2,Cat_6,C
464308,Female,Yes,75,Yes,Lawyer,0,High,2,Cat_6,B
464308,Female,Yes,84,Yes,Lawyer,1,High,2,Cat_6,A
464312,Male,No,43,Yes,Artist,1,Low,1,Cat_3,A
464313,Male,Yes,30,No,Homemaker,1,Average,3,Cat_6,D
464314,Male,Yes,68,No,Lawyer,0,Low,2,Cat_6,D
464315,Male,Yes,71,No,Executive,1,Average,2,Cat_6,C
464316,Male,Yes,59,Yes,Artist,0,Average,4,Cat_6,C
464317,Male,Yes,60,Yes,Entertainment,1,Average,3,Cat_6,C
464318,Male,Yes,88,Yes,Executive,1,Low,1,Cat_6,D
464318,Male,Yes,86,Yes,Executive,0,Low,1,Cat_6,A
464319,Female,No,33,No,Doctor,0,Low,1,Cat_6,A
464320,Male,Yes,74,No,Lawyer,0,High,2,Cat_6,A
464320,Male,Yes,77,No,Lawyer,1,High,2,Cat_6,A
464321,Female,No,28,,Engineer,0,Low,3,Cat_3,D
464322,Male,Yes,79,Yes,Lawyer,0,Low,2,Cat_6,A
464323,Female,No,29,Yes,Artist,12,Low,1,Cat_6,A
464324,Male,Yes,76,Yes,Lawyer,1,Low,1,Cat_3,D
464325,Male,Yes,27,Yes,Healthcare,4,High,3,Cat_6,B
464326,Female,No,38,Yes,Artist,1,Low,3,Cat_6,A
464326,Female,No,37,Yes,Artist,0,Low,3,Cat_6,A
464327,Female,Yes,50,Yes,Artist,9,Low,2,Cat_6,C
464328,Male,Yes,84,No,Lawyer,1,High,2,Cat_6,B
464329,Male,Yes,81,No,Lawyer,1,Low,2,Cat_6,D
464330,Male,No,38,Yes,Artist,,Low,2,Cat_6,A
464331,Female,No,53,Yes,Engineer,0,Low,1,Cat_6,D
464332,Male,Yes,74,No,Executive,0,High,2,Cat_6,A
464333,Male,Yes,60,Yes,Executive,0,High,3,Cat_6,B
464334,Female,No,33,Yes,Healthcare,1,Low,3,Cat_6,D
464335,Male,Yes,50,Yes,Executive,4,High,3,Cat_6,C
464336,Male,Yes,65,Yes,Executive,0,High,4,Cat_6,C
464337,Male,No,36,Yes,Artist,5,Low,1,Cat_6,D
464339,Male,No,26,No,Artist,0,Low,2,Cat_6,D
464339,Male,No,27,No,Artist,1,Low,2,Cat_6,A
464340,Male,Yes,67,Yes,Artist,1,High,2,Cat_6,B
464341,Male,No,35,Yes,Artist,2,Low,2,Cat_6,A
464342,Female,Yes,46,Yes,Engineer,1,Average,2,Cat_6,C
464343,Female,No,51,Yes,Artist,1,Low,1,Cat_6,B
464344,Female,Yes,58,Yes,Artist,1,Low,1,Cat_6,B
464344,Female,Yes,56,Yes,Artist,0,Low,1,Cat_6,A
464345,Female,Yes,57,Yes,Artist,2,High,3,Cat_6,C
464346,Male,Yes,55,Yes,Executive,2,High,3,Cat_6,C
464347,Female,No,33,Yes,Healthcare,1,Low,3,Cat_6,D
464348,Male,No,43,Yes,Artist,1,Low,2,Cat_6,A
464349,Male,Yes,66,Yes,Artist,2,Low,1,Cat_6,C
464350,Female,Yes,86,Yes,Lawyer,0,High,2,Cat_6,C
464351,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6,D
464351,Female,No,27,Yes,Healthcare,0,Low,1,Cat_6,A
464352,Male,Yes,58,Yes,Doctor,0,Average,2,Cat_6,C
464353,Female,No,51,Yes,Artist,0,Low,1,Cat_6,A
464354,Female,No,43,Yes,Engineer,3,Low,2,Cat_4,A
464355,Male,Yes,47,Yes,Executive,1,High,4,Cat_6,C
464356,Female,Yes,76,Yes,Lawyer,1,High,2,Cat_6,B
464357,Male,No,40,Yes,Artist,7,Low,1,Cat_6,A
464358,Male,Yes,58,Yes,Artist,0,Average,2,Cat_6,B
464359,Female,No,37,Yes,Artist,0,Low,3,Cat_6,B
464360,Male,Yes,62,Yes,Executive,0,High,2,Cat_6,B
464361,Male,Yes,50,Yes,Artist,1,Average,2,Cat_6,C
464362,Female,Yes,51,Yes,Artist,1,Low,1,Cat_6,C
464363,Female,Yes,41,Yes,Artist,9,Low,1,Cat_6,C
464364,Male,Yes,39,Yes,Artist,7,Average,2,Cat_6,A
464365,Male,No,35,Yes,Artist,,Low,1,Cat_6,A
464366,Male,Yes,55,Yes,Entertainment,2,Average,2,Cat_6,C
464368,Male,Yes,36,Yes,Entertainment,4,Average,2,Cat_6,B
464368,Male,Yes,35,Yes,Entertainment,3,Average,2,Cat_6,A
464369,Male,Yes,36,Yes,Executive,1,High,4,Cat_6,B
464370,Male,Yes,65,Yes,Entertainment,0,Average,2,Cat_6,B
464370,Male,Yes,66,Yes,Entertainment,1,Average,2,Cat_6,A
464371,Male,Yes,49,Yes,Artist,1,Low,4,Cat_3,C
464372,Male,Yes,45,Yes,Artist,1,Average,6,Cat_5,C
464373,Female,No,46,Yes,Artist,0,Low,2,Cat_6,B
464373,Female,No,47,Yes,Artist,0,Low,2,Cat_6,A
464375,Female,Yes,63,Yes,Artist,1,Low,2,Cat_6,B
464376,Male,Yes,58,Yes,Artist,2,Low,1,Cat_6,A
464377,Female,No,51,Yes,Entertainment,0,Low,1,Cat_6,A
464378,Female,Yes,40,Yes,Artist,9,Average,2,Cat_6,B
464378,Female,Yes,36,Yes,Artist,8,Average,2,Cat_6,A
464379,Female,Yes,40,Yes,Engineer,12,Average,3,Cat_6,B
464380,Female,Yes,49,Yes,Artist,6,Average,6,Cat_6,C
464381,Male,Yes,35,Yes,Artist,4,Average,2,Cat_6,A
464381,Male,Yes,43,Yes,Artist,4,Average,2,Cat_6,A
464382,Female,Yes,55,Yes,Artist,1,Average,4,Cat_6,C
464382,Female,Yes,55,Yes,Artist,0,Average,4,Cat_6,A
464383,Female,Yes,81,Yes,Lawyer,1,Low,1,Cat_6,C
464384,Male,No,25,Yes,Healthcare,9,Low,4,Cat_4,C
464385,Male,Yes,70,No,Engineer,0,Average,2,Cat_6,B
464386,Male,Yes,39,Yes,Doctor,0,Average,3,Cat_6,B
464386,Male,Yes,41,Yes,Doctor,0,Average,3,Cat_6,A
464387,Female,No,27,Yes,Artist,9,Low,5,Cat_6,B
464387,Female,No,26,Yes,Artist,9,Low,5,Cat_6,A
464388,Female,No,30,No,Engineer,11,Low,1,Cat_4,D
464389,Male,Yes,73,Yes,Artist,1,High,2,Cat_2,C
464389,Male,Yes,72,Yes,Artist,0,High,2,Cat_2,A
464390,Male,Yes,41,Yes,Artist,1,Low,2,Cat_6,C
464391,Female,Yes,65,No,Engineer,0,Average,2,Cat_6,B
464392,Male,Yes,58,,Artist,1,Average,2,Cat_6,B
464392,Male,Yes,59,,Artist,0,Average,2,Cat_6,A
464393,Female,Yes,82,Yes,Lawyer,1,High,2,Cat_6,A
464394,Male,Yes,75,Yes,Lawyer,0,High,2,Cat_6,A
464396,Male,Yes,35,Yes,Entertainment,1,Average,3,Cat_6,B
464396,Male,Yes,38,Yes,Entertainment,1,Average,3,Cat_6,A
464397,Female,Yes,40,Yes,Engineer,0,Average,2,Cat_6,C
464398,Male,Yes,48,No,Marketing,0,Low,5,Cat_6,D
464399,Male,Yes,63,No,Entertainment,0,Average,5,Cat_6,C
464400,Male,No,31,Yes,Entertainment,0,Low,4,Cat_6,D
464401,Female,Yes,66,Yes,Lawyer,4,Low,1,Cat_6,B
464402,Male,No,37,Yes,Entertainment,7,Low,1,Cat_6,A
464403,Female,Yes,65,Yes,Lawyer,0,High,3,Cat_6,C
464404,Male,No,89,Yes,Artist,1,Low,,Cat_6,A
464405,Male,No,62,Yes,Entertainment,,Low,1,Cat_6,D
464406,Female,No,39,Yes,Artist,0,Low,1,Cat_6,A
464407,Female,Yes,50,Yes,Healthcare,1,Low,3,Cat_6,D
464408,Female,Yes,45,Yes,Artist,,Average,4,Cat_4,C
464409,Female,Yes,81,Yes,Lawyer,0,Average,2,Cat_6,A
464410,Male,Yes,40,Yes,Artist,0,Average,2,Cat_6,C
464411,Male,No,30,Yes,Healthcare,3,Low,6,Cat_7,D
464412,Male,Yes,70,No,Lawyer,1,Low,2,Cat_6,D
464412,Male,Yes,72,No,Lawyer,1,Low,2,Cat_6,A
464413,Female,Yes,36,Yes,Engineer,0,Low,1,Cat_3,B
464415,Male,Yes,41,No,Doctor,1,Low,3,Cat_6,A
464416,Male,Yes,38,Yes,Artist,1,Low,6,Cat_6,A
464417,Male,Yes,72,No,Entertainment,2,Average,2,Cat_6,C
464418,Male,Yes,43,Yes,Artist,8,Average,2,Cat_6,B
464419,Male,Yes,52,Yes,Artist,1,Average,3,Cat_6,C
464420,Female,Yes,60,Yes,Artist,8,High,2,Cat_6,C
464421,Female,Yes,27,No,Marketing,,High,4,Cat_6,D
464422,Male,No,59,No,Entertainment,,Low,1,Cat_3,A
464423,Male,Yes,51,Yes,Entertainment,0,Average,5,Cat_6,C
464424,Male,No,31,Yes,Healthcare,1,Low,4,Cat_6,A
464425,Male,No,40,Yes,Artist,8,Low,1,Cat_6,B
464425,Male,No,41,Yes,Artist,9,Low,1,Cat_6,A
464426,Male,No,39,Yes,Marketing,1,Low,4,Cat_3,D
464427,Male,Yes,62,Yes,Doctor,1,Average,4,Cat_3,C
464428,Female,Yes,89,Yes,Entertainment,6,Average,4,Cat_2,A
464429,Female,No,33,Yes,Healthcare,0,Low,,Cat_6,B
464430,Female,Yes,51,Yes,Engineer,6,Average,2,Cat_6,C
464431,Male,,67,Yes,Executive,0,High,3,Cat_6,B
464432,Male,No,31,No,Engineer,8,Low,2,Cat_3,D
464432,Male,No,25,No,Engineer,9,Low,2,Cat_3,A
464433,Male,No,33,Yes,Artist,,Low,,Cat_2,A
464433,Male,No,29,Yes,Artist,,Low,,Cat_2,A
464434,Male,Yes,45,Yes,Artist,0,Average,4,Cat_6,B
464435,Male,Yes,48,Yes,Entertainment,1,Low,3,Cat_6,A
464436,Male,Yes,88,Yes,Lawyer,0,High,2,Cat_4,A
464436,Male,Yes,83,Yes,Lawyer,0,High,2,Cat_4,A
464437,Female,Yes,48,Yes,Engineer,0,Average,4,Cat_6,B
464437,Female,Yes,51,Yes,Engineer,0,Average,4,Cat_6,A
464438,Male,Yes,50,No,Entertainment,0,Average,3,Cat_6,C
464440,Male,Yes,87,Yes,Lawyer,0,High,2,Cat_6,A
464441,Male,Yes,35,Yes,Artist,0,Low,2,Cat_2,A
464441,Male,Yes,40,Yes,Artist,0,Low,2,Cat_2,A
464442,Male,Yes,57,Yes,Lawyer,1,High,2,Cat_6,B
464443,Female,Yes,35,Yes,Artist,1,Average,2,Cat_6,B
464444,Male,Yes,36,Yes,Artist,8,Average,2,Cat_6,C
464445,Male,Yes,81,Yes,Executive,1,High,3,Cat_6,C
464446,Female,Yes,50,Yes,Engineer,0,Low,,Cat_6,B
464447,Male,Yes,69,Yes,Artist,0,Low,1,Cat_6,D
464448,Male,Yes,39,Yes,Artist,1,Average,2,Cat_6,C
464449,Female,No,67,Yes,Engineer,0,Low,,Cat_6,D
464450,Female,Yes,56,Yes,Artist,0,High,2,Cat_6,B
464451,Female,Yes,74,Yes,Artist,0,Average,2,Cat_6,B
464451,Female,Yes,76,Yes,Artist,0,Average,2,Cat_6,A
464452,Female,No,72,Yes,Lawyer,0,Low,1,Cat_6,C
464453,Female,Yes,46,Yes,Artist,4,High,5,Cat_6,C
464454,Female,Yes,52,Yes,Engineer,7,High,4,Cat_6,C
464455,Female,Yes,74,Yes,Lawyer,1,High,2,Cat_6,B
464456,Male,Yes,27,Yes,Artist,1,Low,4,Cat_6,C
464456,Male,Yes,29,Yes,Artist,1,Low,4,Cat_6,A
464457,Female,No,53,Yes,Artist,9,Low,1,Cat_6,B
464458,Male,No,46,Yes,Artist,1,Low,2,Cat_6,B
464460,Female,No,26,Yes,Healthcare,1,Low,2,Cat_6,D
464461,Male,Yes,41,Yes,,1,Average,4,Cat_6,A
464462,Female,Yes,70,Yes,Artist,5,High,2,Cat_6,C
464464,Male,No,28,No,Healthcare,0,Low,4,Cat_2,C
464465,Female,Yes,37,Yes,Artist,,Average,6,Cat_3,B
464467,Female,No,43,Yes,Healthcare,1,Low,2,Cat_4,A
464468,Male,Yes,50,Yes,Artist,1,Low,3,Cat_6,C
464468,Male,Yes,46,Yes,Artist,1,Low,3,Cat_6,A
464469,Female,No,50,Yes,Artist,9,Low,1,Cat_6,B
464470,Male,Yes,48,Yes,Artist,0,Average,4,Cat_6,C
464471,Male,Yes,30,Yes,Doctor,0,Low,3,Cat_6,D
464472,Female,No,27,Yes,Artist,0,Low,3,Cat_6,C
464473,Female,Yes,60,Yes,Artist,0,Average,4,Cat_6,C
464473,Female,Yes,58,Yes,Artist,0,Average,4,Cat_6,A
464474,Female,No,52,Yes,Artist,1,Low,1,Cat_6,A
464474,Female,No,46,Yes,Artist,1,Low,1,Cat_6,A
464475,Male,No,25,Yes,Healthcare,0,Low,4,Cat_6,C
464477,Male,Yes,36,No,Entertainment,,Low,2,Cat_6,A
464478,Female,Yes,75,No,Lawyer,0,High,2,Cat_6,B
464478,Female,Yes,74,No,Lawyer,0,High,2,Cat_6,A
464479,Male,Yes,55,Yes,Entertainment,1,Low,1,Cat_6,B
464480,Male,Yes,42,Yes,Artist,1,Average,3,Cat_6,C
464481,Male,Yes,46,Yes,Executive,0,High,3,Cat_6,C
464481,Male,Yes,53,Yes,Executive,1,High,3,Cat_6,A
464482,Male,Yes,58,Yes,Artist,0,Low,1,Cat_6,C
464482,Male,Yes,63,Yes,Artist,1,Low,1,Cat_6,A
464483,Female,Yes,49,Yes,Artist,1,Average,3,Cat_6,A
464484,Male,Yes,29,Yes,Artist,1,Average,3,Cat_3,B
464485,Male,No,25,Yes,Entertainment,5,Low,2,Cat_3,A
464486,Male,,22,No,Healthcare,0,Low,3,Cat_4,D
464487,Male,No,53,No,Engineer,1,Low,3,Cat_4,A
464487,Male,No,46,No,Engineer,1,Low,3,Cat_4,A
464488,Female,No,40,Yes,Artist,5,Low,9,Cat_6,C
464488,Female,No,43,Yes,Artist,7,Low,9,Cat_6,A
464489,Male,Yes,45,Yes,Artist,0,Average,3,Cat_6,C
464490,Male,Yes,85,Yes,Artist,1,High,4,Cat_6,A
464491,Female,No,43,No,Doctor,8,Low,1,Cat_4,D
464493,Female,Yes,66,Yes,Lawyer,6,Average,4,Cat_5,B
464494,Female,Yes,55,Yes,Artist,1,Average,4,Cat_3,C
464494,Female,Yes,58,Yes,Artist,1,Average,4,Cat_3,A
464495,Female,No,33,No,Marketing,1,Low,9,Cat_6,C
464496,Female,Yes,41,No,Marketing,1,High,5,Cat_3,A
464497,Female,No,39,No,Engineer,0,Low,3,Cat_3,A
464498,Male,Yes,45,Yes,Artist,,Average,3,Cat_3,B
464499,Male,Yes,43,Yes,Executive,1,High,4,Cat_6,B
464499,Male,Yes,41,Yes,Executive,1,High,4,Cat_6,A
464500,Female,,39,Yes,Artist,1,Low,3,Cat_6,B
464501,Female,No,25,No,Healthcare,1,Low,3,Cat_6,A
464501,Female,No,28,No,Healthcare,1,Low,3,Cat_6,A
464502,Male,Yes,35,Yes,Healthcare,6,Average,2,Cat_6,A
464503,Male,No,25,Yes,Artist,9,Low,3,Cat_6,A
464504,Male,No,29,Yes,Healthcare,0,Low,4,Cat_6,D
464504,Male,No,26,Yes,Healthcare,0,Low,4,Cat_6,A
464505,Female,No,30,No,Doctor,9,Low,5,Cat_6,D
464506,Male,No,32,Yes,Healthcare,8,Low,2,Cat_4,D
464506,Male,No,29,Yes,Healthcare,9,Low,2,Cat_4,A
464507,Male,Yes,53,Yes,Artist,0,High,3,Cat_6,C
464508,Male,Yes,49,Yes,Executive,1,High,3,Cat_6,C
464509,Male,Yes,53,Yes,Artist,0,High,4,Cat_6,C
464510,Female,Yes,75,No,Lawyer,0,High,2,Cat_6,D
464511,Male,Yes,52,Yes,Marketing,1,Low,3,Cat_3,D
464512,Male,Yes,43,No,Executive,8,Low,3,Cat_6,A
464513,Male,Yes,38,Yes,Executive,6,High,3,Cat_6,B
464514,Male,Yes,42,Yes,Artist,0,Average,3,Cat_7,A
464515,Male,No,27,No,Healthcare,0,Low,4,Cat_6,D
464517,Male,No,26,Yes,Healthcare,1,Low,,Cat_5,D
464517,Male,No,33,Yes,Healthcare,0,Low,,Cat_5,A
464518,Male,Yes,30,No,Executive,0,High,4,Cat_6,D
464520,Male,Yes,46,No,Entertainment,8,Low,2,Cat_6,D
464521,Male,No,26,No,Doctor,2,Low,4,Cat_6,B
464522,Female,No,42,Yes,Engineer,11,Low,1,Cat_6,D
464522,Female,No,39,Yes,Engineer,14,Low,1,Cat_6,A
464523,Female,No,30,Yes,Healthcare,13,Low,,Cat_6,D
464524,Female,Yes,27,No,Marketing,1,Low,2,Cat_6,A
464525,Male,No,33,Yes,Entertainment,9,Low,2,Cat_6,D
464526,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6,A
464526,Male,Yes,51,Yes,Entertainment,0,Average,4,Cat_6,A
464527,Male,No,25,No,Executive,12,Low,3,Cat_6,A
464528,Male,Yes,46,Yes,Entertainment,4,High,4,Cat_2,A
464529,Male,No,45,Yes,Artist,9,Low,1,Cat_6,D
464531,Male,Yes,38,No,Engineer,0,High,6,Cat_4,A
464532,Female,Yes,68,Yes,Lawyer,0,High,2,Cat_6,A
464533,Male,Yes,37,No,Executive,,High,6,Cat_6,B
464533,Male,Yes,38,No,Executive,,High,6,Cat_6,A
464535,Male,Yes,56,Yes,Lawyer,1,High,2,Cat_6,A
464536,Male,Yes,28,Yes,Artist,0,Average,3,Cat_6,A
464536,Male,Yes,26,Yes,Artist,1,Average,3,Cat_6,A
464537,Male,Yes,41,Yes,Artist,8,Average,3,Cat_6,A
464538,Male,No,19,No,Healthcare,0,Low,,Cat_3,D
464539,Male,Yes,42,No,Executive,3,High,3,Cat_4,A
464540,Female,Yes,42,Yes,Engineer,1,Average,4,Cat_4,A
464540,Female,Yes,42,Yes,Engineer,1,Average,4,Cat_4,A
464541,Male,No,31,Yes,Doctor,1,Low,2,Cat_6,A
464542,Female,No,26,Yes,Healthcare,10,Low,1,Cat_6,D
464543,Female,No,38,Yes,Artist,7,Low,1,Cat_6,A
464544,Female,Yes,43,Yes,Entertainment,5,Average,3,Cat_6,A
464545,Male,No,43,Yes,Artist,7,Low,3,Cat_6,A
464546,Female,Yes,38,Yes,Engineer,8,Low,3,Cat_6,A
464547,Male,No,41,Yes,Artist,0,Low,2,Cat_3,B
464548,Female,Yes,47,No,,1,Low,1,Cat_4,A
464549,Male,Yes,52,Yes,Executive,1,Low,4,Cat_6,C
464549,Male,Yes,53,Yes,Executive,1,Low,4,Cat_6,A
464550,Male,Yes,50,Yes,Artist,,Low,4,Cat_6,C
464550,Male,Yes,46,Yes,Artist,,Low,4,Cat_6,A
464552,Female,Yes,38,Yes,Artist,1,Average,3,Cat_4,C
464552,Female,Yes,40,Yes,Artist,1,Average,3,Cat_4,A
464553,Male,Yes,70,Yes,Artist,1,Low,2,Cat_6,B
464553,Male,Yes,71,Yes,Artist,1,Low,2,Cat_6,A
464554,Female,No,35,Yes,Artist,0,Low,7,Cat_2,C
464555,Male,Yes,31,Yes,Marketing,13,High,4,Cat_4,D
464555,Male,Yes,32,Yes,Marketing,13,High,4,Cat_4,A
464556,Female,No,39,Yes,Artist,1,Low,3,Cat_6,A
464557,Male,No,27,No,Artist,8,Low,4,Cat_6,D
464558,Male,No,30,Yes,Healthcare,9,Low,5,Cat_6,D
464559,Female,No,35,Yes,Healthcare,9,Low,1,Cat_6,D
464560,Male,No,39,Yes,Entertainment,9,Low,2,Cat_6,A
464560,Male,No,41,Yes,Entertainment,9,Low,2,Cat_6,A
464561,Female,No,48,Yes,Entertainment,9,Low,2,Cat_6,A
464561,Female,No,46,Yes,Entertainment,8,Low,2,Cat_6,A
464562,Female,No,31,No,,8,Low,3,Cat_6,D
464563,Male,Yes,42,Yes,Artist,0,Average,2,Cat_6,B
464564,Female,No,37,Yes,Artist,8,Low,,Cat_6,B
464565,Male,No,30,Yes,Marketing,12,Low,4,Cat_6,D
464566,Male,Yes,35,Yes,Executive,0,High,4,Cat_6,A
464566,Male,Yes,40,Yes,Executive,0,High,4,Cat_6,A
464567,Male,No,33,Yes,Healthcare,8,Low,4,Cat_2,D
464568,Male,Yes,36,Yes,Artist,8,Average,2,Cat_6,B
464569,Male,No,29,No,Doctor,1,Low,5,Cat_6,A
464570,Male,Yes,31,Yes,Doctor,0,Average,2,Cat_6,A
464570,Male,Yes,25,Yes,Doctor,1,Average,2,Cat_6,A
464571,Male,No,33,No,Healthcare,,Low,2,Cat_6,A
464572,Female,Yes,47,Yes,Marketing,1,Low,1,Cat_6,D
464572,Female,Yes,52,Yes,Marketing,0,Low,1,Cat_6,A
464573,Female,Yes,39,Yes,Artist,7,Average,3,Cat_6,B
464574,Male,No,58,No,Healthcare,4,Low,2,Cat_6,D
464575,Male,No,42,Yes,Artist,8,Low,1,Cat_6,A
464576,Male,No,30,Yes,Doctor,9,Low,5,Cat_6,A
464577,Female,Yes,28,Yes,Healthcare,10,High,2,Cat_6,D
464577,Female,Yes,25,Yes,Healthcare,12,High,2,Cat_6,A
464578,Female,No,26,Yes,Healthcare,0,Low,,Cat_6,D
464579,Female,No,29,No,Engineer,1,Low,4,Cat_6,D
464580,Male,No,27,No,Artist,8,Low,4,Cat_6,A
464580,Male,No,32,No,Artist,9,Low,4,Cat_6,A
464581,Female,No,25,No,Doctor,,Low,4,Cat_6,D
464581,Female,No,33,No,Doctor,,Low,4,Cat_6,A
464582,Female,Yes,63,Yes,Marketing,0,Low,2,Cat_6,D
464583,Female,No,37,Yes,Engineer,7,Low,,Cat_6,A
464584,Female,No,27,Yes,Healthcare,9,Low,1,Cat_6,D
464585,Male,Yes,66,Yes,Lawyer,1,High,2,Cat_4,C
464586,Female,No,46,Yes,Artist,1,Low,1,Cat_3,B
464586,Female,No,49,Yes,Artist,1,Low,1,Cat_3,A
464587,Female,Yes,49,Yes,Artist,1,Low,2,Cat_3,A
464588,Female,Yes,35,Yes,Artist,0,Low,2,Cat_6,B
